UMAP 1,UMAP 2,index,Metadata_SMILES,Metadata_BROAD_ID,Scaffold,Var1,Metadata_moa.x
10.2841,2.8203998,0,CC(C)NCC(O)COc1ccccc1CC=C,BRD-A00993607,c1ccccc1,BRD-A00993607,adrenergic receptor antagonist
9.27535,5.1972823,1,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,BRD-A01078468,c1ccc(CCc2ccccc2)cc1,BRD-A01078468,synthetic estrogen
8.31,5.343038,2,CCCN(C/C=C/I)C1CCc2ccc(O)cc2C1,BRD-A01295252,c1ccc2c(c1)CCCC2,BRD-A01295252,dopamine receptor ligand
10.619183,4.1873255,3,CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,BRD-A01636364,O=C(Nc1ccccc1)C1CCCCN1,BRD-A01636364,sodium channel blocker
2.5236006,0.7515621,4,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3[C@@H](O)C[C@@]21C,BRD-A01643550,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,BRD-A01643550,glucocorticoid receptor agonist
10.529804,3.0935113,5,COc1ccccc1N2CCN(CC(O)COc3cccc4ccccc34)CC2,BRD-A01787639,c1ccc(N2CCN(CCCOc3cccc4ccccc34)CC2)cc1,BRD-A01787639,adrenergic receptor antagonist
11.0036745,3.5272558,6,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC)C,BRD-A02006392,C1=CC(c2ccccc2)C=CN1,BRD-A02006392,calcium channel blocker
10.089452,5.4994326,7,CC(=C)C1Cc2c(O1)ccc(C(=O)O)c2O,BRD-A02176148,c1ccc2c(c1)CCO2,BRD-A02176148,mitochondrial complex i inhibitor
4.261955,0.93830144,8,C[C@@]12CCC3C(CCc4cc(O)ccc34)C2CC[C@@]1(O)C#C,BRD-A02367930,c1ccc2c(c1)CCC1C2CCC2CCCC21,BRD-A02367930,estrogen receptor agonist|estrogenic component in oral contraceptives
9.427628,4.912915,9,CCC1(CCCCN(C)C1)c2cccc(O)c2,BRD-A02710418,c1ccc(C2CCCCNC2)cc1,BRD-A02710418,opioid receptor agonist
10.258716,2.845796,10,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,BRD-A02759312,c1ccc(CCOCC2CC2)cc1,BRD-A02759312,adrenergic receptor antagonist
10.647139,4.224402,11,CN1CCCCC1C(=O)Nc2c(C)cccc2C,BRD-A03216249,O=C(Nc1ccccc1)C1CCCCN1,BRD-A03216249,potassium channel blocker|sodium channel blocker
10.249729,2.8146012,12,COCCc1ccc(OCC(O)CNC(C)C)cc1,BRD-A03623303,c1ccccc1,BRD-A03623303,adrenergic receptor antagonist
13.80557,6.045501,13,C[N+]1(C)C2CC(CC1C3OC32)OC(=O)[C@@H](CO)c4ccccc4,BRD-A03932035,O=C(Cc1ccccc1)OC1CC2[NH2+]C(C1)C1OC21,BRD-A03932035,acetylcholine receptor antagonist
10.66944,8.076424,14,Oc1cc2C(CN(CC=C)CCc2c(Cl)c1O)c3ccccc3,BRD-A04438777,c1ccc(C2CNCCc3ccccc32)cc1,BRD-A04438777,dopamine receptor agonist
12.443401,4.9702454,15,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,BRD-A04553218,c1ccc(Cc2ccccn2)cc1,BRD-A04553218,histamine receptor antagonist
9.695207,4.909159,16,CCOC(OCC)P(=O)(O)CCCNCc1ccc(Cl)c(Cl)c1,BRD-A04668240,c1ccccc1,BRD-A04668240,gaba receptor antagonist
10.642788,4.6340275,17,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,BRD-A05186015,c1ccccc1,BRD-A05186015,dopamine uptake inhibitor
10.985253,3.5124454,18,COC(=O)C1=C(C)NC(=C(C1c2ccccc2C(F)(F)F)[N+](=O)[O-])C,BRD-A05457250,C1=CC(c2ccccc2)C=CN1,BRD-A05457250,l-type calcium channel activator
12.160874,6.322998,19,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,BRD-A06352418,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,BRD-A06352418,histamine receptor antagonist
8.80223,4.575273,20,CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C3O[C@H]4COP(=O)(O)O[C@@H]4[C@@H]3OC(=O)CCC,BRD-A06726973,O=c1[nH]cnc2c1ncn2C1CC2O[PH](=O)OCC2O1,BRD-A06726973,cgmp analog
8.295383,3.5372002,21,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]3(C)C2[C@H](O)C[C@H]4/C(=C(/CCC=C(C)C)\\C(=O)O)/[C@H](C[C@@]43C)OC(=O)C,BRD-A06935312,C=C1CCC2C1CCC1C3CCCCC3CCC21,BRD-A06935312,bacterial 30s ribosomal subunit inhibitor
7.7159276,5.5021205,22,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,BRD-A07207424,O=C1NCC(Cc2ccccc2)N1,BRD-A07207424,phosphodiesterase inhibitor
9.507593,3.8520935,23,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,BRD-A07440155,c1ccc(CCCNCCc2ccccc2)cc1,BRD-A07440155,adrenergic receptor antagonist
8.593285,7.417034,24,O=C1CC(Oc2ccccc12)c3ccccc3,BRD-A07824748,O=C1CC(c2ccccc2)Oc2ccccc21,BRD-A07824748,11-beta hydroxysteroid dehydrogenase inhibitor
12.139223,7.3670874,25,CSc1ccc2Sc3ccccc3CC(N4CCN(C)CC4)c2c1,BRD-A07932845,c1ccc2c(c1)CC(N1CCNCC1)c1ccccc1S2,BRD-A07932845,anti-hcve2
10.090797,4.219924,26,CCC(C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(=O)(=O)C)C(=O)OC(C)C)NC[C@@H](N)CS,BRD-A07952294,c1ccccc1,BRD-A07952294,farnesyltransferase inhibitor
10.533649,4.8786793,27,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc2ccccc2,BRD-A08187463,O=C(CCc1ccccc1)NCC(=O)OCc1ccccc1,BRD-A08187463,enkephalinase inhibitor
9.489633,5.6475425,28,CO[C@H](C)C(O)(C(C)C)C(=O)OCC1=CCN2CC[C@H](O)[C@H]21,BRD-A08709697,C1=CC2CCCN2C1,BRD-A08709697,pyrrolizidine alkaloid
8.211809,5.262237,29,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,BRD-A09056319,O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,BRD-A09056319,adrenergic receptor antagonist
10.723513,4.6448073,30,CCC(C)(CN(C)C)OC(=O)c1ccccc1,BRD-A09062839,c1ccccc1,BRD-A09062839,local anesthetic
11.677465,3.8585837,31,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc2ccc(OC)cc2,BRD-A09467419,O=C(OCCCCNCCc1ccccc1)c1ccccc1,BRD-A09467419,acetylcholine receptor antagonist
11.731099,3.2837846,32,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,BRD-A09472452,O=C(NCC1CCCCN1)c1ccccc1,BRD-A09472452,sodium channel blocker
7.693489,5.3477883,33,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,BRD-A09533288,c1ccc(CCCCNCCc2ccccc2)cc1,BRD-A09533288,calcium channel blocker
13.613537,6.1446123,34,CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c3ccccc3,BRD-A09539288,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,BRD-A09539288,acetylcholine receptor antagonist
9.715693,3.7597666,35,CCNCC(O)c1cccc(O)c1,BRD-A09925278,c1ccccc1,BRD-A09925278,adrenergic receptor agonist
10.929067,7.390972,36,CC(=O)C1C(=O)[C@@H]2[C@@H]3[C@@H](Cc4cccc5[nH]cc3c45)C(C)(C)N2C1=O,BRD-A10420615,O=C1CC(=O)N2CC3Cc4cccc5[nH]cc(c45)C3C12,BRD-A10420615,atpase inhibitor
11.933823,3.1709325,37,CCN1CCC(CNC(=O)c2cc(ccc2OC)S(=O)(=O)N)C1,BRD-A10715913,O=C(NCC1CCNC1)c1ccccc1,BRD-A10715913,dopamine receptor antagonist
10.444138,3.0305464,38,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,BRD-A10977446,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,BRD-A10977446,adrenergic receptor antagonist
8.051355,5.612096,39,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc3CCC(NC(=O)C)c4cc(=O)c(SC)ccc4-c3c1OC,BRD-A11605036,O=c1cccc2c(c1)CCCc1cc(OC3CCCCO3)ccc1-2,BRD-A11605036,gaba receptor antagonist
13.409859,3.8068714,40,Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,BRD-A11776908,c1ccc(CCn2ccnc2)cc1,BRD-A11776908,sterol demethylase inhibitor
10.036299,3.1613941,41,CN(CCc1ccc(Cl)c(Cl)c1)CC(O)COc2ccc(NS(=O)(=O)C)cc2,BRD-A11813248,c1ccc(CCNCCCOc2ccccc2)cc1,BRD-A11813248,potassium channel blocker
13.593834,6.2127585,42,CN1C2CCC1CC(C2)NC(=O)c3nn(C)c4ccccc34,BRD-A12016240,O=C(NC1CC2CCC(C1)N2)c1n[nH]c2ccccc12,BRD-A12016240,serotonin receptor antagonist
1.5261462,0.7015014,43,C[C@H]1CC2C3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)C4(C)C=CC(=O)C=C14,BRD-A13133631,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,BRD-A13133631,glucocorticoid receptor agonist
10.765328,10.072349,44,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)C(N3C2=O)C(=O)O)c4c(F)cccc4Cl,BRD-A13650332,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,BRD-A13650332,bacterial cell wall synthesis inhibitor
9.756054,5.3840184,45,CC/1=C(CC(=O)O)c2cc(F)ccc2\\C1=C/c3ccc(cc3)S(=O)C,BRD-A13946108,C1=Cc2ccccc2C1=Cc1ccccc1,BRD-A13946108,cyclooxygenase inhibitor
12.619846,7.4247756,46,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)S(=O)C,BRD-A14395271,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,BRD-A14395271,dopamine receptor antagonist
1.53344,0.7088977,47,CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]31C,BRD-A15297126,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,BRD-A15297126,glucocorticoid receptor agonist
10.832182,5.3290343,48,OC(=O)C(Cc1cc(=O)[nH]c2ccccc12)NC(=O)c3ccc(Cl)cc3,BRD-A15909516,O=C(NCCc1cc(=O)[nH]c2ccccc12)c1ccccc1,BRD-A15909516,free radical scavenger
11.111733,5.1829,49,NC(=O)CS(=O)C(c1ccccc1)c2ccccc2,BRD-A16332958,c1ccc(Cc2ccccc2)cc1,BRD-A16332958,adrenergic receptor agonist
13.412074,3.801435,50,Clc1ccc(CCC(Cn2ccnc2)Sc3c(Cl)cccc3Cl)cc1,BRD-A16665823,c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1,BRD-A16665823,bacterial cell wall synthesis inhibitor
11.5622225,6.444078,51,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC3COc4ccccc4O3,BRD-A17453586,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1,BRD-A17453586,serotonin receptor agonist
